"comment_code","name","category","kana","valid_from","valid_to","change_type","raw_record"
"600144","医師要件イ（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTQ0IiwiMTciLCLljLvluKvopoHku7bjgqTvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTQ0IiwiNTMxMzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600145","医師要件ウ（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTQ1IiwiMTciLCLljLvluKvopoHku7bjgqbvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTQ1IiwiNTE2MjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600146","医師要件ア（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTQ2IiwiMTciLCLljLvluKvopoHku7bjgqLvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTQ2IiwiNTE1NDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600147","医師要件ア（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTQ3IiwiMTciLCLljLvluKvopoHku7bjgqLvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTQ3IiwiNTI3ODAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600148","医師要件イ（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTQ4IiwiMTciLCLljLvluKvopoHku7bjgqTvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTQ4IiwiNTE1NTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600149","医師要件イ（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTQ5IiwiMTciLCLljLvluKvopoHku7bjgqTvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTQ5IiwiNTI3OTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600150","患者の要件アに該当（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTUwIiwiMjEiLCLmgqPogIXjga7opoHku7bjgqLjgavoqbLlvZPvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxNyIsIu+9tu++ne+9vO++nu+9rO++ie++lu+9s++9ue++ne+9se++hu+9tu++nu+9su++hO+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE1MCIsIjUzMDQwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600151","患者の要件ウに該当（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTUxIiwiMjEiLCLmgqPogIXjga7opoHku7bjgqbjgavoqbLlvZPvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxNyIsIu+9tu++ne+9vO++nu+9rO++ie++lu+9s++9ue++ne+9s+++hu+9tu++nu+9su++hO+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE1MSIsIjUzMDYwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600152","患者要件ア（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTUyIiwiMTYiLCLmgqPogIXopoHku7bjgqLvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCIxMCIsIu+9tu++ne+9vO++nu+9rO++lu+9s++9ue++ne+9sSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE1MiIsIjUxMjMwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600153","患者要件ア（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTUzIiwiMTciLCLmgqPogIXopoHku7bjgqLvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxMCIsIu+9tu++ne+9vO++nu+9rO++lu+9s++9ue++ne+9sSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE1MyIsIjUzMDIwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600154","患者要件イ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTU0IiwiMTYiLCLmgqPogIXopoHku7bjgqTvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCIxMCIsIu+9tu++ne+9vO++nu+9rO++lu+9s++9ue++ne+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE1NCIsIjUxMjQwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600155","患者要件イ（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTU1IiwiMTciLCLmgqPogIXopoHku7bjgqTvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxMCIsIu+9tu++ne+9vO++nu+9rO++lu+9s++9ue++ne+9siIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE1NSIsIjUzMDI1MDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600156","検査等ア（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTU2IiwiMTUiLCLmpJzmn7vnrYnjgqLvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTU2IiwiNTEyODAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600157","検査等イ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTU3IiwiMTUiLCLmpJzmn7vnrYnjgqTvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTU3IiwiNTEyOTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600158","検査等ウ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTU4IiwiMTUiLCLmpJzmn7vnrYnjgqbvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTU4IiwiNTEzMDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600159","検査等エ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTU5IiwiMTUiLCLmpJzmn7vnrYnjgqjvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z7720IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTU5IiwiNTEzMTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600160","検査等オ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTYwIiwiMTUiLCLmpJzmn7vnrYnjgqrvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z7721IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTYwIiwiNTEzMjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600161","検査等カ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTYxIiwiMTUiLCLmpJzmn7vnrYnjgqvvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z7722IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTYxIiwiNTEzMzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600162","検査等キ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTYyIiwiMTUiLCLmpJzmn7vnrYnjgq3vvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z7723IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTYyIiwiNTEzNDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600163","検査等ク（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTYzIiwiMTUiLCLmpJzmn7vnrYnjgq/vvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI2Iiwi7725776d7727776E772z7724IiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTYzIiwiNTEzNTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600164","施設要件ア（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTY0IiwiMTYiLCLmlr3oqK3opoHku7bjgqLvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTY0IiwiNTA5ODAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600165","施設要件ア（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTY1IiwiMTciLCLmlr3oqK3opoHku7bjgqLvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTY1IiwiNTE0OTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600166","施設要件ア（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTY2IiwiMTciLCLmlr3oqK3opoHku7bjgqLvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTY2IiwiNTI3MzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600167","施設要件ア（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTY3IiwiMTciLCLmlr3oqK3opoHku7bjgqLvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTY3IiwiNTI5MzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600168","使用実績有（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTY4IiwiMTYiLCLkvb/nlKjlrp/nuL7mnInvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCIxMCIsIu+9vO++lu+9s++9vO++nu+9r++9vu+9t++9se++mCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE2OCIsIjUxMTEwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600169","投与中患者（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTY5IiwiMTYiLCLmipXkuI7kuK3mgqPogIXvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCIxMSIsIu++hO+9s+++lu++ge+9re+9s++9tu++ne+9vO++nu+9rCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE2OSIsIjUxMDkwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600171","併用投与ア（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTcxIiwiMTciLCLkvbXnlKjmipXkuI7jgqLvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI4Iiwi776N772y776W772z776E772z776W772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTcxIiwiNTE1ODAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600172","併用投与ア（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTcyIiwiMTciLCLkvbXnlKjmipXkuI7jgqLvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI4Iiwi776N772y776W772z776E772z776W772xIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTcyIiwiNTI4MDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600174","併用投与イ（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTc0IiwiMTciLCLkvbXnlKjmipXkuI7jgqTvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI4Iiwi776N772y776W772z776E772z776W772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTc0IiwiNTE1OTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600175","併用投与イ（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTc1IiwiMTciLCLkvbXnlKjmipXkuI7jgqTvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI4Iiwi776N772y776W772z776E772z776W772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTc1IiwiNTI4MTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600177","併用投与ウ（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTc3IiwiMTciLCLkvbXnlKjmipXkuI7jgqbvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI4Iiwi776N772y776W772z776E772z776W772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTc3IiwiNTE2NzAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600178","併用投与ウ（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTc4IiwiMTciLCLkvbXnlKjmipXkuI7jgqbvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI4Iiwi776N772y776W772z776E772z776W772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTc4IiwiNTI4MjAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600181","前治療要件ア（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTgxIiwiMTgiLCLliY3msrvnmYLopoHku7bjgqLvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxMiIsIu+9vu++nu++ne++ge++mO+9ru+9s+++lu+9s++9ue++ne+9sSIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE4MSIsIjUyOTUwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600182","前治療要件ウ（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTgyIiwiMTgiLCLliY3msrvnmYLopoHku7bjgqbvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxMiIsIu+9vu++nu++ne++ge++mO+9ru+9s+++lu+9s++9ue++ne+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE4MiIsIjUyOTYwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600183","医師要件イ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTgzIiwiMTYiLCLljLvluKvopoHku7bjgqTvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTgzIiwiNTEwNDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600184","医師要件ウ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTg0IiwiMTYiLCLljLvluKvopoHku7bjgqbvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI3Iiwi772y7728776W772z7725776d772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTg0IiwiNTEyNTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600185","患者の要件イに該当（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTg1IiwiMjEiLCLmgqPogIXjga7opoHku7bjgqTjgavoqbLlvZPvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCIxNyIsIu+9tu++ne+9vO++nu+9rO++ie++lu+9s++9ue++ne+9su++hu+9tu++nu+9su++hO+9syIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIxIiwiMjAyNDA2MDEiLCI5OTk5OTk5OSIsIjgyMDYwMDE4NSIsIjUzMDUwMDAwIiwiIiwiIiwiIiwiIiwiIiwiIg=="
"600186","施設要件イ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTg2IiwiMTYiLCLmlr3oqK3opoHku7bjgqTvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTg2IiwiNTA5OTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600187","施設要件イ（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTg3IiwiMTciLCLmlr3oqK3opoHku7bjgqTvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTg3IiwiNTE1MDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600188","施設要件イ（テセントリク点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTg4IiwiMTciLCLmlr3oqK3opoHku7bjgqTvvIjjg4bjgrvjg7Pjg4jjg6rjgq/ngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTg4IiwiNTI3NDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600189","施設要件イ（デュピクセント皮下注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTg5IiwiMTciLCLmlr3oqK3opoHku7bjgqTvvIjjg4fjg6Xjg5Tjgq/jgrvjg7Pjg4jnmq7kuIvms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772yIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTg5IiwiNTI5NDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600190","施設要件ウ（オプジーボ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTkwIiwiMTYiLCLmlr3oqK3opoHku7bjgqbvvIjjgqrjg5fjgrjjg7zjg5zngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTkwIiwiNTEwMDAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
"600191","施設要件ウ（キイトルーダ点滴静注）","0","0","0","0","0","IjAiLCJDIiwiOCIsIjIwIiwiNjAwMTkxIiwiMTciLCLmlr3oqK3opoHku7bjgqbvvIjjgq3jgqTjg4jjg6vjg7zjg4Dngrnmu7TpnZnms6jvvIkiLCI4Iiwi7728772+776C776W772z7725776d772zIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjEiLCIyMDI0MDYwMSIsIjk5OTk5OTk5IiwiODIwNjAwMTkxIiwiNTE1MTAwMDAiLCIiLCIiLCIiLCIiLCIiLCIi"
