"drug_code","name","kana","unit","price","form","manufacturer","valid_from"
"622430001","23","カルシトリオール静注液０．５μｇ「Ｆ」　１ｍＬ","22","1","ｶﾙｼﾄﾘｵｰﾙｼﾞｮｳﾁｭｳｴｷ0.5","管","Y"
"622430101","21","カルシトリオール静注液１μｇ「Ｆ」　１ｍＬ","22","1","ｶﾙｼﾄﾘｵｰﾙｼﾞｮｳﾁｭｳｴｷ1ﾏｲ","管","Y"
"622430201","18","ナフトピジルＯＤ錠２５ｍｇ「サワイ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ25MGｻﾜ","錠","Y"
"622430301","18","ナフトピジルＯＤ錠５０ｍｇ「サワイ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ50MGｻﾜ","錠","Y"
"622430401","18","ナフトピジルＯＤ錠７５ｍｇ「サワイ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ75MGｻﾜ","錠","Y"
"622430501","17","クロピドグレル錠２５ｍｇ「サワイ」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ25MGｻﾜ","錠","Y"
"622430601","17","クロピドグレル錠５０ｍｇ「サワイ」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ50MGｻﾜ","錠","Y"
"622430701","17","クロピドグレル錠７５ｍｇ「サワイ」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ75MGｻﾜ","錠","Y"
"622431001","17","レトロゾール錠２．５ｍｇ「サワイ」","16","1","ﾚﾄﾛｿﾞｰﾙｼﾞｮｳ2.5MGｻﾜｲ","錠","Y"
"622431101","28","オキサリプラチン点滴静注液２００ｍｇ「サワイ」　４０ｍＬ","19","1","ｵｷｻﾘﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"622431201","17","クロピドグレル錠２５ｍｇ「サンド」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ25MGｻﾝ","錠","Y"
"622431301","17","クロピドグレル錠７５ｍｇ「サンド」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ75MGｻﾝ","錠","Y"
"622431703","18","ナフトピジルＯＤ錠２５ｍｇ「ＮＩＧ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ25MGNI","錠","Y"
"622431803","18","ナフトピジルＯＤ錠５０ｍｇ「ＮＩＧ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ50MGNI","錠","Y"
"622431903","18","ナフトピジルＯＤ錠７５ｍｇ「ＮＩＧ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ75MGNI","錠","Y"
"622432103","17","エチゾラム錠０．２５ｍｇ「ＮＩＧ」","16","1","ｴﾁｿﾞﾗﾑｼﾞｮｳ0.25MGNIG","錠","Y"
"622432403","28","オキサリプラチン点滴静注液２００ｍｇ「ＮＩＧ」　４０ｍＬ","19","1","ｵｷｻﾘﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"622432501","11","セイブルＯＤ錠２５ｍｇ","16","1","ｾｲﾌﾞﾙODｼﾞｮｳ25MG","錠","Y"
"622432601","21","メトホルミン塩酸塩錠２５０ｍｇＭＴ「三和」","16","1","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M","錠","Y"
"622432701","21","メトホルミン塩酸塩錠５００ｍｇＭＴ「三和」","16","1","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M","錠","Y"
"622432801","16","クロピドグレル錠２５ｍｇ「三和」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ25MGｻﾝ","錠","Y"
"622432901","16","クロピドグレル錠７５ｍｇ「三和」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ75MGｻﾝ","錠","Y"
"622434501","19","クロピドグレル錠２５ｍｇ「ＳＡＮＩＫ」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ25MGSA","錠","Y"
"622434601","19","クロピドグレル錠７５ｍｇ「ＳＡＮＩＫ」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ75MGSA","錠","Y"
"622434901","27","オキサリプラチン点滴静注液２００ｍｇ「ＮＫ」　４０ｍＬ","19","1","ｵｷｻﾘﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"622435002","23","ドセタキセル点滴静注２０ｍｇ／１ｍＬ「ニプロ」","19","1","ﾄﾞｾﾀｷｾﾙﾃﾝﾃｷｼﾞｮｳﾁｭｳ20","瓶","Y"
"622435102","23","ドセタキセル点滴静注８０ｍｇ／４ｍＬ「ニプロ」","19","1","ﾄﾞｾﾀｷｾﾙﾃﾝﾃｷｼﾞｮｳﾁｭｳ80","瓶","Y"
"622435201","16","レトロゾール錠２．５ｍｇ「ＮＫ」","16","1","ﾚﾄﾛｿﾞｰﾙｼﾞｮｳ2.5MGNK","錠","Y"
"622435501","16","クロピドグレル錠２５ｍｇ「科研」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ25MGｶｹ","錠","Y"
"622435601","16","クロピドグレル錠７５ｍｇ「科研」","16","1","ｸﾛﾋﾟﾄﾞｸﾞﾚﾙｼﾞｮｳ75MGｶｹ","錠","Y"
"622435701","16","ナフトピジル錠２５ｍｇ「日医工」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙｼﾞｮｳ25MGﾆﾁｲｺ","錠","Y"
"622435801","16","ナフトピジル錠５０ｍｇ「日医工」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙｼﾞｮｳ50MGﾆﾁｲｺ","錠","Y"
"622435901","16","ナフトピジル錠７５ｍｇ「日医工」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙｼﾞｮｳ75MGﾆﾁｲｺ","錠","Y"
"622436001","18","ナフトピジルＯＤ錠２５ｍｇ「日医工」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ25MGﾆﾁ","錠","Y"
"622436101","18","ナフトピジルＯＤ錠５０ｍｇ「日医工」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ50MGﾆﾁ","錠","Y"
"622436201","18","ナフトピジルＯＤ錠７５ｍｇ「日医工」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ75MGﾆﾁ","錠","Y"
"622436301","22","メトホルミン塩酸塩錠２５０ｍｇＭＴ「日医工」","16","1","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M","錠","Y"
"622436401","21","ゾルミトリプタンＯＤ錠２．５ｍｇ「日医工」","16","1","ｿﾞﾙﾐﾄﾘﾌﾟﾀﾝODｼﾞｮｳ2.5M","錠","Y"
"622437101","17","エチゾラム錠０．２５ｍｇ「日医工」","16","1","ｴﾁｿﾞﾗﾑｼﾞｮｳ0.25MGﾆﾁｲｺ","錠","Y"
"622437601","24","エストラーナテープ０．０９ｍｇ　１．１２５ｃｍ２","6","1","ｴｽﾄﾗｰﾅﾃｰﾌﾟ0.09MG","枚","Y"
"622437701","23","エストラーナテープ０．１８ｍｇ　２．２５ｃｍ２","6","1","ｴｽﾄﾗｰﾅﾃｰﾌﾟ0.18MG","枚","Y"
"622437801","22","エストラーナテープ０．３６ｍｇ　４．５ｃｍ２","6","1","ｴｽﾄﾗｰﾅﾃｰﾌﾟ0.36MG","枚","Y"
"622437901","20","タクロリムスカプセル０．５ｍｇ「サンド」","15","4","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ0.5MGｻﾝﾄﾞ","カプセル","Y"
"622438001","18","タクロリムスカプセル１ｍｇ「サンド」","15","4","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ1MGｻﾝﾄﾞ","カプセル","Y"
"622438101","18","タクロリムスカプセル５ｍｇ「サンド」","15","4","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ5MGｻﾝﾄﾞ","カプセル","Y"
"622438401","22","メトホルミン塩酸塩錠２５０ｍｇＭＴ「ニプロ」","16","1","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ250M","錠","Y"
"622438501","22","メトホルミン塩酸塩錠５００ｍｇＭＴ「ニプロ」","16","1","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M","錠","Y"
"622438601","20","タクロリムスカプセル０．５ｍｇ「ニプロ」","15","4","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ0.5MGﾆﾌﾟﾛ","カプセル","Y"
"622438701","18","タクロリムスカプセル１ｍｇ「ニプロ」","15","4","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ1MGﾆﾌﾟﾛ","カプセル","Y"
"622438801","18","タクロリムスカプセル５ｍｇ「ニプロ」","15","4","ﾀｸﾛﾘﾑｽｶﾌﾟｾﾙ5MGﾆﾌﾟﾛ","カプセル","Y"
"622438901","17","レトロゾール錠２．５ｍｇ「ニプロ」","16","1","ﾚﾄﾛｿﾞｰﾙｼﾞｮｳ2.5MGﾆﾌﾟﾛ","錠","Y"
"622439001","16","メロペネム点滴静注用１ｇ「ＮＰ」","19","1","ﾒﾛﾍﾟﾈﾑﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ1","瓶","Y"
"622439101","28","オキサリプラチン点滴静注液２００ｍｇ「ニプロ」　４０ｍＬ","19","1","ｵｷｻﾘﾌﾟﾗﾁﾝﾃﾝﾃｷｼﾞｮｳﾁｭｳ","瓶","Y"
"622439201","13","オフェブカプセル１００ｍｇ","15","4","ｵﾌｪﾌﾞｶﾌﾟｾﾙ100MG","カプセル","Y"
"622439301","13","オフェブカプセル１５０ｍｇ","15","4","ｵﾌｪﾌﾞｶﾌﾟｾﾙ150MG","カプセル","Y"
"622439401","18","エチゾラム錠０．２５ｍｇ「フジナガ」","16","1","ｴﾁｿﾞﾗﾑｼﾞｮｳ0.25MGﾌｼﾞﾅ","錠","Y"
"622439701","18","アムロジピンＯＤ錠１０ｍｇ「あすか」","16","1","ｱﾑﾛｼﾞﾋﾟﾝODｼﾞｮｳ10MGｱｽ","錠","Y"
"622440001","17","硫酸バリウム散９９．５％「ＦＳＫ」","33","1","ﾘｭｳｻﾝﾊﾞﾘｳﾑｻﾝ99.5%FSK","ｇ","Y"
"622440201","16","カロナール坐剤４００　４００ｍｇ","10","1","ｶﾛﾅｰﾙｻﾞｻﾞｲ400","個","Y"
"622440301","29","ジオクチルソジウムスルホサクシネート耳科用液５％「ＣＥＯ」","36","2","ｼﾞｵｸﾁﾙｿｼﾞｳﾑｽﾙﾎｻｸｼﾈｰﾄ","ｍＬ","Y"
"622440402","21","フェルビナク外用ポンプスプレー３％「三笠」","36","2","ﾌｪﾙﾋﾞﾅｸｶﾞｲﾖｳﾎﾟﾝﾌﾟｽﾌﾟ","ｍＬ","Y"
"622440501","18","ヤーボイ点滴静注液５０ｍｇ　１０ｍＬ","19","1","ﾔｰﾎﾞｲﾃﾝﾃｷｼﾞｮｳﾁｭｳｴｷ50","瓶","Y"
"622440601","11","プラケニル錠２００ｍｇ","16","1","ﾌﾟﾗｹﾆﾙｼﾞｮｳ200MG","錠","Y"
"622440701","18","ランタスＸＲ注ソロスター　４５０単位","51","3","ﾗﾝﾀｽXRﾁｭｳｿﾛｽﾀｰ","キット","Y"
"622440801","32","セルセプト懸濁用散３１．８％　２００ｍｇ（懸濁後の内用液として）","36","2","ｾﾙｾﾌﾟﾄｹﾝﾀﾞｸﾖｳｻﾝ31.8%","ｍＬ","Y"
"622441001","11","カプレルサ錠１００ｍｇ","16","1","ｶﾌﾟﾚﾙｻｼﾞｮｳ100MG","錠","Y"
"622441101","14","クレストールＯＤ錠２．５ｍｇ","16","1","ｸﾚｽﾄｰﾙODｼﾞｮｳ2.5MG","錠","Y"
"622441201","12","クレストールＯＤ錠５ｍｇ","16","1","ｸﾚｽﾄｰﾙODｼﾞｮｳ5MG","錠","Y"
"622441301","10","ユナスピン静注用３ｇ","19","1","ﾕﾅｽﾋﾟﾝｼﾞｮｳﾁｭｳﾖｳ3G","瓶","Y"
"622441801","10","ユリーフＯＤ錠２ｍｇ","16","1","ﾕﾘｰﾌODｼﾞｮｳ2MG","錠","Y"
"622441901","10","ユリーフＯＤ錠４ｍｇ","16","1","ﾕﾘｰﾌODｼﾞｮｳ4MG","錠","Y"
"622442001","25","アコアラン静注用６００　６００国際単位（溶解液付）","19","1","ｱｺｱﾗﾝｼﾞｮｳﾁｭｳﾖｳ600","瓶","Y"
"622442101","8","ハーボニー配合錠","16","1","ﾊｰﾎﾞﾆｰﾊｲｺﾞｳｼﾞｮｳ","錠","Y"
"622442201","25","トルリシティ皮下注０．７５ｍｇアテオス　０．５ｍＬ","51","3","ﾄﾙﾘｼﾃｨﾋｶﾁｭｳ0.75MGｱﾃｵ","キット","Y"
"622442301","15","ピートルチュアブル錠２５０ｍｇ","16","1","ﾋﾟｰﾄﾙﾁｭｱﾌﾞﾙｼﾞｮｳ250MG","錠","Y"
"622442401","15","ピートルチュアブル錠５００ｍｇ","16","1","ﾋﾟｰﾄﾙﾁｭｱﾌﾞﾙｼﾞｮｳ500MG","錠","Y"
"622442601","11","キプレスＯＤ錠１０ｍｇ","16","1","ｷﾌﾟﾚｽODｼﾞｮｳ10MG","錠","Y"
"622442701","9","ペンタサ顆粒９４％","33","1","ﾍﾟﾝﾀｻｶﾘｭｳ94%","ｇ","Y"
"622442801","15","セルトラリン錠２５ｍｇ「杏林」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGｷｮｳﾘﾝ","錠","Y"
"622442901","15","セルトラリン錠５０ｍｇ「杏林」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGｷｮｳﾘﾝ","錠","Y"
"622443001","14","ロサルヒド配合錠ＨＤ「杏林」","16","1","ﾛｻﾙﾋﾄﾞﾊｲｺﾞｳｼﾞｮｳHDｷｮｳ","錠","Y"
"622443101","11","アムバロ配合錠「杏林」","16","1","ｱﾑﾊﾞﾛﾊｲｺﾞｳｼﾞｮｳｷｮｳﾘﾝ","錠","Y"
"622443201","27","ケトプロフェンテープ２０ｍｇ「杏林」　７ｃｍ×１０ｃｍ","6","1","ｹﾄﾌﾟﾛﾌｪﾝﾃｰﾌﾟ20MGｷｮｳﾘ","枚","Y"
"622443301","28","ケトプロフェンテープ４０ｍｇ「杏林」　１０ｃｍ×１４ｃｍ","6","1","ｹﾄﾌﾟﾛﾌｪﾝﾃｰﾌﾟ40MGｷｮｳﾘ","枚","Y"
"622443401","23","ヒアルロン酸Ｎａ点眼液０．３％「杏林」　５ｍＬ","19","1","ﾋｱﾙﾛﾝｻﾝNAﾃﾝｶﾞﾝｴｷ0.3%","瓶","Y"
"622443501","11","アムバロ配合錠「ＹＤ」","16","1","ｱﾑﾊﾞﾛﾊｲｺﾞｳｼﾞｮｳYD","錠","Y"
"622443601","15","セルトラリン錠２５ｍｇ「ＹＤ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGYD","錠","Y"
"622443701","15","セルトラリン錠５０ｍｇ「ＹＤ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGYD","錠","Y"
"622443801","14","アレセンサカプセル１５０ｍｇ","15","4","ｱﾚｾﾝｻｶﾌﾟｾﾙ150MG","カプセル","Y"
"622443901","13","アムバロ配合錠「オーハラ」","16","1","ｱﾑﾊﾞﾛﾊｲｺﾞｳｼﾞｮｳｵｰﾊﾗ","錠","Y"
"622444901","21","リュープリンＰＲＯ注射用キット２２．５ｍｇ","47","1","ﾘｭｰﾌﾟﾘﾝPROﾁｭｳｼｬﾖｳｷｯﾄ","筒","Y"
"622445001","20","コパキソン皮下注２０ｍｇシリンジ　１ｍＬ","47","1","ｺﾊﾟｷｿﾝﾋｶﾁｭｳ20MGｼﾘﾝｼﾞ","筒","Y"
"622445101","17","セルトラリン錠２５ｍｇ「ケミファ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGｹﾐﾌｧ","錠","Y"
"622445201","17","セルトラリン錠５０ｍｇ「ケミファ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGｹﾐﾌｧ","錠","Y"
"622445301","13","アムバロ配合錠「ケミファ」","16","1","ｱﾑﾊﾞﾛﾊｲｺﾞｳｼﾞｮｳｹﾐﾌｧ","錠","Y"
"622445401","17","アマルエット配合錠１番「ケミファ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ1ﾊﾞﾝｹ","錠","Y"
"622445501","17","アマルエット配合錠２番「ケミファ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ2ﾊﾞﾝｹ","錠","Y"
"622445601","17","アマルエット配合錠３番「ケミファ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ3ﾊﾞﾝｹ","錠","Y"
"622445701","17","アマルエット配合錠４番「ケミファ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ4ﾊﾞﾝｹ","錠","Y"
"622445901","17","ＹＤソリタ－Ｔ１号輸液　２００ｍＬ","20","1","YDｿﾘﾀ-T1ｺﾞｳﾕｴｷ","袋","Y"
"622446001","17","ＹＤソリタ－Ｔ１号輸液　５００ｍＬ","20","1","YDｿﾘﾀ-T1ｺﾞｳﾕｴｷ","袋","Y"
"622446101","17","ＹＤソリタ－Ｔ３号輸液　２００ｍＬ","20","1","YDｿﾘﾀ-T3ｺﾞｳﾕｴｷ","袋","Y"
"622446201","17","ＹＤソリタ－Ｔ３号輸液　５００ｍＬ","20","1","YDｿﾘﾀ-T3ｺﾞｳﾕｴｷ","袋","Y"
"622446301","18","ＹＤソリタ－Ｔ３号Ｇ輸液　２００ｍＬ","20","1","YDｿﾘﾀ-T3ｺﾞｳGﾕｴｷ","袋","Y"
"622446401","18","ＹＤソリタ－Ｔ３号Ｇ輸液　５００ｍＬ","20","1","YDｿﾘﾀ-T3ｺﾞｳGﾕｴｷ","袋","Y"
"622446501","18","シプロキサン注４００ｍｇ　２００ｍＬ","20","1","ｼﾌﾟﾛｷｻﾝﾁｭｳ400MG","袋","Y"
"622446702","15","セルトラリン錠２５ｍｇ「ＮＰ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGNP","錠","Y"
"622446802","15","セルトラリン錠５０ｍｇ「ＮＰ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGNP","錠","Y"
"622446901","12","シングレアＯＤ錠１０ｍｇ","16","1","ｼﾝｸﾞﾚｱODｼﾞｮｳ10MG","錠","Y"
"622447001","19","エルネオパＮＦ１号輸液　１，０００ｍＬ","51","3","ｴﾙﾈｵﾊﾟNF1ｺﾞｳﾕｴｷ","キット","Y"
"622447101","19","エルネオパＮＦ２号輸液　１，０００ｍＬ","51","3","ｴﾙﾈｵﾊﾟNF2ｺﾞｳﾕｴｷ","キット","Y"
"622447201","19","エルネオパＮＦ１号輸液　１，５００ｍＬ","51","3","ｴﾙﾈｵﾊﾟNF1ｺﾞｳﾕｴｷ","キット","Y"
"622447301","19","エルネオパＮＦ２号輸液　１，５００ｍＬ","51","3","ｴﾙﾈｵﾊﾟNF2ｺﾞｳﾕｴｷ","キット","Y"
"622447401","19","エルネオパＮＦ１号輸液　２，０００ｍＬ","51","3","ｴﾙﾈｵﾊﾟNF1ｺﾞｳﾕｴｷ","キット","Y"
"622447501","19","エルネオパＮＦ２号輸液　２，０００ｍＬ","51","3","ｴﾙﾈｵﾊﾟNF2ｺﾞｳﾕｴｷ","キット","Y"
"622447601","16","アマルエット配合錠１番「トーワ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ1ﾊﾞﾝﾄ","錠","Y"
"622447701","16","アマルエット配合錠２番「トーワ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ2ﾊﾞﾝﾄ","錠","Y"
"622447801","16","アマルエット配合錠３番「トーワ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ3ﾊﾞﾝﾄ","錠","Y"
"622447901","16","アマルエット配合錠４番「トーワ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ4ﾊﾞﾝﾄ","錠","Y"
"622448001","12","アムバロ配合錠「トーワ」","16","1","ｱﾑﾊﾞﾛﾊｲｺﾞｳｼﾞｮｳﾄｰﾜ","錠","Y"
"622448101","16","セルトラリン錠２５ｍｇ「トーワ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGﾄｰﾜ","錠","Y"
"622448201","16","セルトラリン錠５０ｍｇ「トーワ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGﾄｰﾜ","錠","Y"
"622448301","18","ナフトピジルＯＤ錠２５ｍｇ「トーワ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ25MGﾄｰ","錠","Y"
"622448401","18","ナフトピジルＯＤ錠５０ｍｇ「トーワ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ50MGﾄｰ","錠","Y"
"622448501","18","ナフトピジルＯＤ錠７５ｍｇ「トーワ」","16","1","ﾅﾌﾄﾋﾟｼﾞﾙODｼﾞｮｳ75MGﾄｰ","錠","Y"
"622448601","22","メトホルミン塩酸塩錠５００ｍｇＭＴ「トーワ」","16","1","ﾒﾄﾎﾙﾐﾝｴﾝｻﾝｴﾝｼﾞｮｳ500M","錠","Y"
"622448701","16","ロコアテープ　１０ｃｍ×１４ｃｍ","6","1","ﾛｺｱﾃｰﾌﾟ","枚","Y"
"622448901","9","マリゼブ錠２５ｍｇ","16","1","ﾏﾘｾﾞﾌﾞｼﾞｮｳ25MG","錠","Y"
"622449001","11","マリゼブ錠１２．５ｍｇ","16","1","ﾏﾘｾﾞﾌﾞｼﾞｮｳ12.5MG","錠","Y"
"622449101","14","イグザレルト細粒分包１０ｍｇ","18","1","ｲｸﾞｻﾞﾚﾙﾄｻｲﾘｭｳﾌﾞﾝﾎﾟｳ1","包","Y"
"622449201","14","イグザレルト細粒分包１５ｍｇ","18","1","ｲｸﾞｻﾞﾚﾙﾄｻｲﾘｭｳﾌﾞﾝﾎﾟｳ1","包","Y"
"622449301","16","ヨンデリス点滴静注用０．２５ｍｇ","19","1","ﾖﾝﾃﾞﾘｽﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ0","瓶","Y"
"622449401","13","ヨンデリス点滴静注用１ｍｇ","19","1","ﾖﾝﾃﾞﾘｽﾃﾝﾃｷｼﾞｮｳﾁｭｳﾖｳ1","瓶","Y"
"622449501","18","イフェクサーＳＲカプセル３７．５ｍｇ","15","4","ｲﾌｪｸｻｰSRｶﾌﾟｾﾙ37.5MG","カプセル","Y"
"622449601","16","イフェクサーＳＲカプセル７５ｍｇ","15","4","ｲﾌｪｸｻｰSRｶﾌﾟｾﾙ75MG","カプセル","Y"
"622449701","16","セルトラリン錠２５ｍｇ「タカタ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGﾀｶﾀ","錠","Y"
"622449801","16","セルトラリン錠５０ｍｇ「タカタ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGﾀｶﾀ","錠","Y"
"622449901","17","セルトラリン錠１００ｍｇ「タカタ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ100MGﾀｶﾀ","錠","Y"
"622450001","29","デスモプレシン点鼻スプレー０．０１％「ＩＬＳ」　５００μｇ","19","1","ﾃﾞｽﾓﾌﾟﾚｼﾝﾃﾝﾋﾞｽﾌﾟﾚｰ0.","瓶","Y"
"622450101","15","スピオルトレスピマット２８吸入","51","3","ｽﾋﾟｵﾙﾄﾚｽﾋﾟﾏｯﾄ28ｷｭｳﾆｭ","キット","Y"
"622450201","15","スピオルトレスピマット６０吸入","51","3","ｽﾋﾟｵﾙﾄﾚｽﾋﾟﾏｯﾄ60ｷｭｳﾆｭ","キット","Y"
"622450301","10","エクメット配合錠ＬＤ","16","1","ｴｸﾒｯﾄﾊｲｺﾞｳｼﾞｮｳLD","錠","Y"
"622450401","10","エクメット配合錠ＨＤ","16","1","ｴｸﾒｯﾄﾊｲｺﾞｳｼﾞｮｳHD","錠","Y"
"622450501","30","イオパミドール３７０注シリンジ６５ｍＬ「ＨＫ」　７５．５２％","47","1","ｲｵﾊﾟﾐﾄﾞｰﾙ370ﾁｭｳｼﾘﾝｼﾞ","筒","Y"
"622450601","25","タゾピペ配合静注用２．２５「ＳＮ」　（２．２５ｇ）","19","1","ﾀｿﾞﾋﾟﾍﾟﾊｲｺﾞｳｼﾞｮｳﾁｭｳﾖ","瓶","Y"
"622450701","23","タゾピペ配合静注用４．５「ＳＮ」　（４．５ｇ）","19","1","ﾀｿﾞﾋﾟﾍﾟﾊｲｺﾞｳｼﾞｮｳﾁｭｳﾖ","瓶","Y"
"622450801","22","ブロムフェナクＮａ点眼液０．１％「ニットー」","36","2","ﾌﾞﾛﾑﾌｪﾅｸNAﾃﾝｶﾞﾝｴｷ0.1","ｍＬ","Y"
"622451001","23","ライゾデグ配合注　フレックスタッチ　３００単位","51","3","ﾗｲｿﾞﾃﾞｸﾞﾊｲｺﾞｳﾁｭｳﾌﾚｯｸ","キット","Y"
"622451201","5","レベニン錠","16","1","ﾚﾍﾞﾆﾝｼﾞｮｳ","錠","Y"
"622451301","8","レベニンＳ配合錠","16","1","ﾚﾍﾞﾆﾝSﾊｲｺﾞｳｼﾞｮｳ","錠","Y"
"622451501","12","アムバロ配合錠「ＴＣＫ」","16","1","ｱﾑﾊﾞﾛﾊｲｺﾞｳｼﾞｮｳTCK","錠","Y"
"622451601","16","セルトラリン錠２５ｍｇ「ＴＣＫ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ25MGTCK","錠","Y"
"622451701","16","セルトラリン錠５０ｍｇ「ＴＣＫ」","16","1","ｾﾙﾄﾗﾘﾝｼﾞｮｳ50MGTCK","錠","Y"
"622452202","15","フリウェル配合錠ＬＤ「モチダ」","16","1","ﾌﾘｳｪﾙﾊｲｺﾞｳｼﾞｮｳLDﾓﾁﾀﾞ","錠","Y"
"622452301","12","エフィエント錠２．５ｍｇ","16","1","ｴﾌｨｴﾝﾄｼﾞｮｳ2.5MG","錠","Y"
"622452401","16","アマルエット配合錠１番「ＴＣＫ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ1ﾊﾞﾝT","錠","Y"
"622452501","16","アマルエット配合錠２番「ＴＣＫ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ2ﾊﾞﾝT","錠","Y"
"622452601","16","アマルエット配合錠３番「ＴＣＫ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ3ﾊﾞﾝT","錠","Y"
"622452701","16","アマルエット配合錠４番「ＴＣＫ」","16","1","ｱﾏﾙｴｯﾄﾊｲｺﾞｳｼﾞｮｳ4ﾊﾞﾝT","錠","Y"
"622452801","13","オルメテックＯＤ錠１０ｍｇ","16","1","ｵﾙﾒﾃｯｸODｼﾞｮｳ10MG","錠","Y"
"622452901","13","オルメテックＯＤ錠２０ｍｇ","16","1","ｵﾙﾒﾃｯｸODｼﾞｮｳ20MG","錠","Y"
