"material_code","name","kana","category_large","category_middle","category_small","price","unit","valid_from","valid_to","change_type","maker","model","raw_record"
"710011032","経皮的僧帽弁クリップシステム","ｹｲﾋﾃｷｿｳﾎﾞｳﾍﾞﾝｸﾘｯﾌﾟｼｽ","","","","2250000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDMyIiwiMTQiLCLntYznmq7nmoTlg6fluL3lvIHjgq/jg6rjg4Pjg5fjgrfjgrnjg4bjg6AiLCIyMCIsIu+9ue+9su++i+++g++9t++9v++9s+++ju++nu+9s+++je++nu++ne+9uO++mO+9r+++jO++n++9vO+9vSIsIjAiLCIwIiwiIiwiMSIsIjIyNTAwMDAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMjI1MDAwMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjkzNzAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCIyIiwiMTk2IiwiMCIsIiIsIiIsIiIsIue1jOearueahOWDp+W4veW8geOCr+ODquODg+ODl+OCt+OCueODhuODoCIsIjAwMCI="
"710011033","経皮的僧帽弁クリップシステム（加算）（２個以上使用する場合）","ｹｲﾋﾃｷｿｳﾎﾞｳﾍﾞﾝｸﾘｯﾌﾟｼｽ","","","","1125000.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDMzIiwiMzAiLCLntYznmq7nmoTlg6fluL3lvIHjgq/jg6rjg4Pjg5fjgrfjgrnjg4bjg6DvvIjliqDnrpfvvInvvIjvvJLlgIvku6XkuIrkvb/nlKjjgZnjgovloLTlkIjvvIkiLCIyMCIsIu+9ue+9su++i+++g++9t++9v++9s+++ju++nu+9s+++je++nu++ne+9uO++mO+9r+++jO++n++9vO+9vSIsIjAiLCIwIiwiIiwiMSIsIjExMjUwMDAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMTEyNTAwMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjkzODAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCIyIiwiMTk2IiwiMCIsIiIsIiIsIiIsIue1jOearueahOWDp+W4veW8geOCr+ODquODg+ODl+OCt+OCueODhuODoO+8iOWKoOeul++8ie+8iO+8kuWAi+S7peS4iuS9v+eUqOOBmeOCi+WgtOWQiO+8iSIsIjAwMCI="
"710011034","ガイドワイヤー","ｶﾞｲﾄﾞﾜｲﾔｰ","","","","1870.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDM0IiwiNyIsIuOCrOOCpOODieODr+OCpOODpOODvCIsIjkiLCLvvbbvvp7vvbLvvoTvvp7vvpzvvbLvvpTvvbAiLCIwIiwiMCIsIiIsIjEiLCIxODcwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjE4ODAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCI5MzkwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiMiIsIjE5NyIsIjAiLCIiLCIiLCIiLCLjgqzjgqTjg4njg6/jgqTjg6Tjg7wiLCIwMDAi"
"710011035","ドレナージカテーテル","ﾄﾞﾚﾅｰｼﾞｶﾃｰﾃﾙ","","","","5700.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDM1IiwiMTAiLCLjg4njg6zjg4rjg7zjgrjjgqvjg4bjg7zjg4bjg6siLCIxMiIsIu++hO++nu++mu++he+9sO+9vO++nu+9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjU3MDAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiNTcwMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjk0MDAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCIyIiwiMTk4IiwiMCIsIiIsIiIsIiIsIuODieODrOODiuODvOOCuOOCq+ODhuODvOODhuODqyIsIjAwMCI="
"710011036","中心静脈用カテーテル（抗菌型）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","9730.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDM2IiwiMTUiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmipfoj4zlnovvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjk3MzAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiOTczMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAwNzAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI0IiwiMiIsIjAiLCIiLCIiLCIiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vjg7vmipfoj4zlnosiLCIwMDAi"
"710011037","中心静脈用カテーテル（末梢留置型・標準型・シングルルーメン）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","1700.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDM3IiwiMzAiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmnKvmoqLnlZnnva7lnovjg7vmqJnmupblnovjg7vjgrfjg7PjgrDjg6vjg6vjg7zjg6Hjg7PvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjE3MDAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMTcwMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAwODAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI0IiwiMiIsIjAiLCIiLCIiLCIiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vjg7vmnKvmoqLnlZnnva7lnovkuK3lv4PpnZnohIjjgqvjg4bjg7zjg4bjg6vjg7vmqJnmupblnovjg7vjgrfjg7PjgrDjg6vjg6vjg7zjg6Hjg7MiLCIwMDAi"
"710011038","中心静脈用カテーテル（末梢留置型・標準型・マルチルーメン）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","7320.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDM4IiwiMjkiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmnKvmoqLnlZnnva7lnovjg7vmqJnmupblnovjg7vjg57jg6vjg4Hjg6vjg7zjg6Hjg7PvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjczMjAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiNzMyMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDAwOTAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI0IiwiMiIsIjAiLCIiLCIiLCIiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vjg7vmnKvmoqLnlZnnva7lnovkuK3lv4PpnZnohIjjgqvjg4bjg7zjg4bjg6vjg7vmqJnmupblnovjg7vjg57jg6vjg4Hjg6vjg7zjg6Hjg7MiLCIwMDAi"
"710011039","中心静脈用カテーテル（末梢留置型・特殊型・シングルルーメン）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","13400.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDM5IiwiMzAiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmnKvmoqLnlZnnva7lnovjg7vnibnmrorlnovjg7vjgrfjg7PjgrDjg6vjg6vjg7zjg6Hjg7PvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjEzNDAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjEzNDAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDEwMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjQiLCIyIiwiMCIsIiIsIiIsIiIsIuS4reW/g+mdmeiEiOeUqOOCq+ODhuODvOODhuODq+ODu+acq+aioueVmee9ruWei+S4reW/g+mdmeiEiOOCq+ODhuODvOODhuODq+ODu+eJueauiuWei+ODu+OCt+ODs+OCsOODq+ODq+ODvOODoeODsyIsIjAwMCI="
"710011040","中心静脈用カテーテル（末梢留置型・特殊型・マルチルーメン）","ﾁｭｳｼﾝｼﾞｮｳﾐｬｸﾖｳｶﾃｰﾃﾙ","","","","20900.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQwIiwiMjkiLCLkuK3lv4PpnZnohIjnlKjjgqvjg4bjg7zjg4bjg6vvvIjmnKvmoqLnlZnnva7lnovjg7vnibnmrorlnovjg7vjg57jg6vjg4Hjg6vjg7zjg6Hjg7PvvIkiLCIxOSIsIu++ge+9re+9s++9vO++ne+9vO++nu+9ru+9s+++kO+9rO+9uO++lu+9s++9tu++g++9sO++g+++mSIsIjAiLCIwIiwiIiwiMSIsIjIwOTAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjIwOTAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMDExMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjQiLCIyIiwiMCIsIiIsIiIsIiIsIuS4reW/g+mdmeiEiOeUqOOCq+ODhuODvOODhuODq+ODu+acq+aioueVmee9ruWei+S4reW/g+mdmeiEiOOCq+ODhuODvOODhuODq+ODu+eJueauiuWei+ODu+ODnuODq+ODgeODq+ODvOODoeODsyIsIjAwMCI="
"710011041","組織代用人工繊維布（臓器欠損補強用）","ｿｼｷﾀﾞｲﾖｳｼﾞﾝｺｳｾﾝｲﾌ","","","","167.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQxIiwiMTgiLCLntYTnuZTku6PnlKjkurrlt6XnuYrntq3luIPvvIjoh5PlmajmrKDmkI3oo5zlvLfnlKjvvIkiLCIxNyIsIu+9v++9vO+9t+++gO++nu+9su++lu+9s++9vO++nu++ne+9uu+9s++9vu++ne+9su++jCIsIjQxIiwiMyIsIu+9g++9je+8kiIsIjEiLCIxNjcuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMTY3LjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTAyMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjUiLCIzMiIsIjAiLCIiLCIiLCIiLCLntYTnuZTku6PnlKjkurrlt6XnuYrntq3luIPjg7voh5PlmajmrKDmkI3oo5zlvLfnlKgiLCIwMDAi"
"710011042","口腔粘膜保護材","ｺｳｸｳﾈﾝﾏｸﾎｺﾞｻﾞｲ","","","","766.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQyIiwiNyIsIuWPo+iFlOeymOiGnOS/neitt+adkCIsIjE0Iiwi7726772z7724772z776I776d776P7724776O7726776e7727776e772yIiwiMzYiLCIyIiwi772N77ysIiwiMSIsIjc2Ni4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCI3NjYuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAxMDMwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNSIsIjMzIiwiMCIsIiIsIiIsIiIsIuWPo+iFlOeymOiGnOS/neitt+adkCIsIjAwMCI="
"710011043","歯科用合着・接着材料１（グラスアイオノマー系・自動練和型）","ｼｶﾖｳｺﾞｳﾁｬｸｾｯﾁｬｸｻﾞｲﾘｮ","","","","312.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQzIiwiMjkiLCLmra/np5HnlKjlkIjnnYDjg7vmjqXnnYDmnZDmlpnvvJHvvIjjgrDjg6njgrnjgqLjgqTjgqrjg47jg57jg7zns7vjg7voh6rli5Xnt7TlkozlnovvvIkiLCIyMCIsIu+9vO+9tu++lu+9s++9uu++nu+9s+++ge+9rO+9uO+9vu+9r+++ge+9rO+9uO+9u+++nu+9su++mO+9riIsIjMzIiwiMSIsIu+9hyIsIjEiLCIzMTIuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMzEyLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTQzMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI0NiIsIjAiLCIiLCIiLCIiLCLmra/np5HnlKjlkIjnnYDjg7vmjqXnnYDmnZDmlpnvvJHjg7vjgrDjg6njgrnjgqLjgqTjgqrjg47jg57jg7zns7vjg7voh6rli5Xnt7TlkozlnosiLCIwMDAi"
"710011044","歯科充填用材料１（グラスアイオノマー系・自動練和型）","ｼｶｼﾞｭｳﾃﾝﾖｳｻﾞｲﾘｮｳ","","","","575.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQ0IiwiMjYiLCLmra/np5HlhYXloavnlKjmnZDmlpnvvJHvvIjjgrDjg6njgrnjgqLjgqTjgqrjg47jg57jg7zns7vjg7voh6rli5Xnt7TlkozlnovvvIkiLCIxNiIsIu+9vO+9tu+9vO++nu+9re+9s+++g+++ne++lu+9s++9u+++nu+9su++mO+9ru+9syIsIjMzIiwiMSIsIu+9hyIsIjEiLCI1NzUuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiNTgxLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTQ4MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI0OSIsIjAiLCIiLCIiLCIiLCLmra/np5HlhYXloavnlKjmnZDmlpnvvJHjg7vjgrDjg6njgrnjgqLjgqTjgqrjg47jg57jg7zns7vjg7voh6rli5Xnt7TlkozlnosiLCIwMDAi"
"710011045","歯科充填用材料２（グラスアイオノマー系・自動練和型）","ｼｶｼﾞｭｳﾃﾝﾖｳｻﾞｲﾘｮｳ","","","","419.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQ1IiwiMjYiLCLmra/np5HlhYXloavnlKjmnZDmlpnvvJLvvIjjgrDjg6njgrnjgqLjgqTjgqrjg47jg57jg7zns7vjg7voh6rli5Xnt7TlkozlnovvvIkiLCIxNiIsIu+9vO+9tu+9vO++nu+9re+9s+++g+++ne++lu+9s++9u+++nu+9su++mO+9ru+9syIsIjMzIiwiMSIsIu+9hyIsIjEiLCI0MTkuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiNDE5LjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTUxMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI1MCIsIjAiLCIiLCIiLCIiLCLmra/np5HlhYXloavnlKjmnZDmlpnvvJLjg7vjgrDjg6njgrnjgqLjgqTjgqrjg47jg57jg7zns7vjg7voh6rli5Xnt7TlkozlnosiLCIwMDAi"
"710011046","義歯床用軟質裏装材・シリコーン系","ｷﾞｼｼｮｳﾖｳﾅﾝｼﾂﾘｿｳｻﾞｲ","","","","208.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQ2IiwiMTYiLCLnvqnmra/luornlKjou5/os6roo4/oo4XmnZDjg7vjgrfjg6rjgrPjg7zjg7Pns7siLCIxOCIsIu+9t+++nu+9vO+9vO+9ru+9s+++lu+9s+++he++ne+9vO++gu++mO+9v++9s++9u+++nu+9siIsIjM2IiwiMiIsIu+9je+8rCIsIjEiLCIyMDguMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMjA4LjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTY0MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI2MCIsIjAiLCIiLCIiLCIiLCLnvqnmra/luornlKjou5/os6roo4/oo4XmnZDjg7vjgrfjg6rjgrPjg7zjg7Pns7siLCIwMDAi"
"710011047","義歯床用軟質裏装材・アクリル系・粉末","ｷﾞｼｼｮｳﾖｳﾅﾝｼﾂﾘｿｳｻﾞｲ","","","","48.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQ3IiwiMTgiLCLnvqnmra/luornlKjou5/os6roo4/oo4XmnZDjg7vjgqLjgq/jg6rjg6vns7vjg7vnsonmnKsiLCIxOCIsIu+9t+++nu+9vO+9vO+9ru+9s+++lu+9s+++he++ne+9vO++gu++mO+9v++9s++9u+++nu+9siIsIjMzIiwiMSIsIu+9hyIsIjEiLCI0OC4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCI0OS4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDE2NTAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI2IiwiNjAiLCIwIiwiIiwiIiwiIiwi576p5q2v5bqK55So6Luf6LOq6KOP6KOF5p2Q44O744Ki44Kv44Oq44Or57O744O757KJ5pyrIiwiMDAwIg=="
"710011048","義歯床用軟質裏装材・アクリル系・液","ｷﾞｼｼｮｳﾖｳﾅﾝｼﾂﾘｿｳｻﾞｲ","","","","31.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQ4IiwiMTciLCLnvqnmra/luornlKjou5/os6roo4/oo4XmnZDjg7vjgqLjgq/jg6rjg6vns7vjg7vmtrIiLCIxOCIsIu+9t+++nu+9vO+9vO+9ru+9s+++lu+9s+++he++ne+9vO++gu++mO+9v++9s++9u+++nu+9siIsIjM2IiwiMiIsIu+9je+8rCIsIjEiLCIzMS4wMCIsIjAiLCIwIiwiMDAiLCIwMCIsIjEiLCIzMS4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDE2NjAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI2IiwiNjAiLCIwIiwiIiwiIiwiIiwi576p5q2v5bqK55So6Luf6LOq6KOP6KOF5p2Q44O744Ki44Kv44Oq44Or57O744O75rayIiwiMDAwIg=="
"710011049","スクリュー","ｽｸﾘｭｰ","","","","2800.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDQ5IiwiNSIsIuOCueOCr+ODquODpeODvCIsIjUiLCLvvb3vvbjvvpjvva3vvbAiLCI3IiwiMSIsIuacrCIsIjEiLCIyODAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjI4MDAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAxNjcwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNiIsIjYxIiwiMCIsIiIsIiIsIiIsIuOCueOCr+ODquODpeODvCIsIjAwMCI="
"710011050","アバットメント（１）","ｱﾊﾞｯﾄﾒﾝﾄ","","","","14100.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDUwIiwiMTAiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJHvvIkiLCI4Iiwi772x776K776e772v776E776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjE0MTAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjE0MTAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTY4MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI2MiIsIjAiLCIiLCIiLCIiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJHvvIkiLCIwMDAi"
"710011051","アバットメント（２）","ｱﾊﾞｯﾄﾒﾝﾄ","","","","13700.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDUxIiwiMTAiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJLvvIkiLCI4Iiwi772x776K776e772v776E776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjEzNzAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjEzNzAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTY5MDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI2MiIsIjAiLCIiLCIiLCIiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJLvvIkiLCIwMDAi"
"710011052","アバットメント（３）","ｱﾊﾞｯﾄﾒﾝﾄ","","","","26100.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDUyIiwiMTAiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJPvvIkiLCI4Iiwi772x776K776e772v776E776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjI2MTAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjI2MTAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTcwMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI2MiIsIjAiLCIiLCIiLCIiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJPvvIkiLCIwMDAi"
"710011053","アバットメント（４）","ｱﾊﾞｯﾄﾒﾝﾄ","","","","16200.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDUzIiwiMTAiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJTvvIkiLCI4Iiwi772x776K776e772v776E776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjE2MjAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjE2MjAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTcxMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI2MiIsIjAiLCIiLCIiLCIiLCLjgqLjg5Djg4Pjg4jjg6Hjg7Pjg4jvvIjvvJTvvIkiLCIwMDAi"
"710011054","アタッチメント（１）","ｱﾀｯﾁﾒﾝﾄ","","","","3420.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDU0IiwiMTAiLCLjgqLjgr/jg4Pjg4Hjg6Hjg7Pjg4jvvIjvvJHvvIkiLCI3Iiwi772x776A772v776B776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjM0MjAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMzU4MC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDE3MjAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI2IiwiNjMiLCIwIiwiIiwiIiwiIiwi44Ki44K/44OD44OB44Oh44Oz44OI77yI77yR77yJIiwiMDAwIg=="
"710011055","アタッチメント（２）","ｱﾀｯﾁﾒﾝﾄ","","","","13800.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDU1IiwiMTAiLCLjgqLjgr/jg4Pjg4Hjg6Hjg7Pjg4jvvIjvvJLvvIkiLCI3Iiwi772x776A772v776B776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjEzODAwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjEzODAwLjAwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiIiwiMzAwMTczMDAwIiwiMCIsIjIwMjQwNjAxIiwiMDAwMDAwMDAiLCI5OTk5OTk5OSIsIjYiLCI2MyIsIjAiLCIiLCIiLCIiLCLjgqLjgr/jg4Pjg4Hjg6Hjg7Pjg4jvvIjvvJLvvIkiLCIwMDAi"
"710011056","アタッチメント（３）","ｱﾀｯﾁﾒﾝﾄ","","","","3400.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDU2IiwiMTAiLCLjgqLjgr/jg4Pjg4Hjg6Hjg7Pjg4jvvIjvvJPvvIkiLCI3Iiwi772x776A772v776B776S776d776EIiwiMTAiLCIxIiwi5YCLIiwiMSIsIjM0MDAuMDAiLCIwIiwiMCIsIjAwIiwiMDAiLCIxIiwiMzQwMC4wMCIsIjAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIiIsIjMwMDE3NDAwMCIsIjAiLCIyMDI0MDYwMSIsIjAwMDAwMDAwIiwiOTk5OTk5OTkiLCI2IiwiNjMiLCIwIiwiIiwiIiwiIiwi44Ki44K/44OD44OB44Oh44Oz44OI77yI77yT77yJIiwiMDAwIg=="
"710011057","シリンダー","ｼﾘﾝﾀﾞｰ","","","","7090.00","","20240601","99999999","0","","","IjAiLCJUIiwiNzEwMDExMDU3IiwiNSIsIuOCt+ODquODs+ODgOODvCIsIjYiLCLvvbzvvpjvvp3vvoDvvp7vvbAiLCI3IiwiMSIsIuacrCIsIjEiLCI3MDkwLjAwIiwiMCIsIjAiLCIwMCIsIjAwIiwiMSIsIjc1MzAuMDAiLCIwIiwiMCIsIjAiLCIwIiwiMCIsIjAiLCIiLCIzMDAxNzUwMDAiLCIwIiwiMjAyNDA2MDEiLCIwMDAwMDAwMCIsIjk5OTk5OTk5IiwiNiIsIjY0IiwiMCIsIiIsIiIsIiIsIuOCt+ODquODs+ODgOODvCIsIjAwMCI="
